episode_id,fold,seed,cond,status,success,completion,conflict,failpick,selfconf,selfconf_literal,notclose,actions
1806,A,1,a0,ok,0.0,0.75,0,2,0,4,2,53
1807,A,1,a0,ok,0.0,0.6666666666666666,0,2,0,4,7,61
1808,A,1,a0,noneaction,0.0,0.0,,,,,,
1809,A,1,a0,ok,0.0,0.0,0,7,0,9,13,91
1811,A,1,a0,ok,0.0,0.3333333333333333,0,3,0,10,4,72
1831,A,1,a0,ok,0.0,0.25,2,5,0,3,7,88
1835,A,1,a0,ok,0.0,0.75,0,3,0,8,7,95
1838,A,1,a0,ok,0.0,0.75,0,6,0,4,6,71
1839,A,1,a0,ok,0.0,0.25,0,2,0,7,4,82
1840,A,1,a0,ok,0.0,0.0,2,19,0,2,15,81
1841,A,1,a0,ok,0.0,0.6,0,4,0,4,3,99
1842,A,1,a0,ok,0.0,0.75,0,0,0,5,3,81
1843,A,1,a0,ok,0.0,0.5,5,13,0,13,11,89
1844,A,1,a0,ok,0.0,0.0,0,6,0,7,6,102
1849,A,1,a0,ok,1.0,1.0,0,3,0,7,4,51
1850,A,1,a0,ok,0.0,0.3333333333333333,0,3,2,7,8,78
1854,A,1,a0,ok,0.0,0.14285714285714285,0,5,2,7,3,102
1857,A,1,a0,ok,0.0,0.2727272727272727,0,8,0,9,12,79
1859,A,1,a0,ok,0.0,0.2727272727272727,0,9,0,6,10,91
1875,A,1,a0,ok,0.0,0.3333333333333333,0,8,0,8,4,69
1876,A,1,a0,ok,0.0,0.375,0,4,0,9,11,87
1907,A,1,a0,ok,0.0,0.3333333333333333,0,1,0,0,0,86
1932,A,1,a0,ok,0.0,0.4,0,5,1,9,4,63
1933,A,1,a0,ok,0.0,0.5,2,7,0,9,13,78
1934,A,1,a0,ok,0.0,0.25,0,11,0,10,5,102
1935,A,1,a0,ok,0.0,0.0,0,5,0,4,3,89
1945,A,1,a0,ok,1.0,1.0,0,6,1,4,6,71
1947,A,1,a0,ok,0.0,0.6666666666666666,0,2,2,18,3,73
1948,A,1,a0,ok,0.0,0.6666666666666666,0,4,0,11,12,91
1954,A,1,a0,ok,0.0,0.0,1,14,0,8,10,92
1956,A,1,a0,ok,1.0,1.0,0,3,0,10,9,82
1958,A,1,a0,ok,0.0,0.6666666666666666,0,6,0,10,11,76
1960,A,1,a0,ok,0.0,0.0,0,2,0,5,6,80
1962,A,1,a0,ok,0.0,0.5,1,11,1,14,14,94
1963,A,1,a0,ok,0.0,0.25,0,5,0,8,7,89
1964,A,1,a0,ok,0.0,0.0,0,7,0,6,6,76
1965,A,1,a0,ok,0.0,0.75,0,9,0,8,11,102
1971,A,1,a0,ok,0.0,0.6666666666666666,0,6,0,9,3,73
1974,A,1,a0,ok,1.0,1.0,0,0,0,6,4,51
1975,A,1,a0,ok,0.0,0.25,0,3,0,4,2,96
1978,A,1,a0,ok,0.0,0.75,0,3,0,5,5,53
1981,A,1,a0,ok,0.0,0.0,0,6,1,5,8,84
1982,A,1,a0,ok,1.0,1.0,4,6,0,9,7,45
1983,A,1,a0,ok,1.0,1.0,0,2,0,11,2,71
1984,A,1,a0,ok,0.0,0.6666666666666666,0,5,0,8,8,63
1987,A,1,a0,ok,0.0,0.07692307692307693,0,1,1,11,4,88
1988,A,1,a0,ok,0.0,0.06666666666666667,0,3,0,2,4,61
1989,A,1,a0,ok,0.0,0.058823529411764705,0,9,3,12,7,59
1990,A,1,a0,ok,0.0,0.6,4,15,1,12,14,95
1991,A,1,a0,ok,0.0,0.6,0,11,0,8,9,78
1993,A,1,a0,ok,0.0,0.0,0,0,0,2,5,75
1995,A,1,a0,ok,0.0,0.6,0,9,1,8,3,86
1997,A,1,a0,ok,0.0,0.3333333333333333,0,2,0,1,1,53
1999,A,1,a0,ok,0.0,0.25,0,1,0,0,1,83
433,B,1,a0,ok,1.0,1.0,0,0,0,2,3,74
436,B,1,a0,ok,0.0,0.3333333333333333,0,2,0,1,4,59
438,B,1,a0,ok,0.0,0.4,0,0,0,2,2,81
439,B,1,a0,ok,0.0,0.75,2,3,1,7,6,52
442,B,1,a0,ok,0.0,0.5,0,2,0,7,4,64
443,B,1,a0,ok,0.0,0.0,0,6,2,3,5,75
445,B,1,a0,ok,1.0,1.0,0,1,0,2,2,64
446,B,1,a0,ok,0.0,0.75,0,4,0,3,3,49
447,B,1,a0,ok,0.0,0.5,2,2,0,1,4,60
448,B,1,a0,ok,0.0,0.3333333333333333,0,1,0,3,4,41
449,B,1,a0,ok,0.0,0.6666666666666666,0,1,0,7,5,93
452,B,1,a0,ok,0.0,0.5,0,1,0,2,2,31
454,B,1,a0,ok,0.0,0.0,0,1,0,2,7,75
455,B,1,a0,ok,0.0,0.25,0,6,0,4,5,74
458,B,1,a0,ok,0.0,0.3333333333333333,0,8,0,8,9,69
1623,B,1,a0,ok,0.0,0.5,0,10,1,2,8,59
1637,B,1,a0,ok,0.0,0.6666666666666666,0,2,0,4,8,65
1662,B,1,a0,ok,0.0,0.6,0,6,0,7,11,102
1664,B,1,a0,ok,0.0,0.2,0,7,6,20,20,91
1673,B,1,a0,ok,0.0,0.75,6,9,0,12,12,91
1682,B,1,a0,ok,0.0,0.6666666666666666,0,10,0,8,11,71
1684,B,1,a0,ok,0.0,0.3333333333333333,0,6,1,12,10,79
1685,B,1,a0,ok,0.0,0.3333333333333333,0,5,1,9,2,82
1688,B,1,a0,ok,0.0,0.6666666666666666,0,12,1,12,15,96
1689,B,1,a0,ok,0.0,0.3333333333333333,0,6,0,13,11,98
1698,B,1,a0,ok,0.0,0.0,0,11,0,19,1,73
1699,B,1,a0,ok,0.0,0.5,0,7,0,5,7,70
1703,B,1,a0,ok,1.0,1.0,0,7,0,11,11,77
1720,B,1,a0,ok,0.0,0.0,0,9,0,10,8,71
1724,B,1,a0,ok,0.0,0.3333333333333333,0,7,0,2,5,84
1732,B,1,a0,ok,0.0,0.0,0,1,0,2,2,61
1735,B,1,a0,ok,0.0,0.75,4,9,0,8,17,82
1736,B,1,a0,ok,0.0,0.75,1,20,0,6,21,76
1737,B,1,a0,ok,0.0,0.5,3,6,0,12,5,102
1745,B,1,a0,ok,0.0,0.6666666666666666,0,8,0,8,9,80
1746,B,1,a0,ok,0.0,0.75,0,3,0,0,1,55
1747,B,1,a0,ok,0.0,0.6666666666666666,0,7,0,5,11,78
1748,B,1,a0,ok,0.0,0.5,2,8,2,20,12,84
1749,B,1,a0,ok,1.0,1.0,0,2,0,3,3,49
1752,B,1,a0,ok,1.0,1.0,2,4,0,9,5,50
1753,B,1,a0,ok,1.0,1.0,0,4,0,4,1,101
1757,B,1,a0,ok,0.0,0.375,2,4,1,7,4,88
1758,B,1,a0,ok,0.0,0.8571428571428571,6,11,0,7,8,88
1759,B,1,a0,ok,0.0,0.5,0,4,0,12,8,83
1764,B,1,a0,ok,0.0,0.2,4,2,0,1,4,71
1774,B,1,a0,ok,0.0,0.2,0,6,0,5,7,94
1776,B,1,a0,ok,0.0,0.2857142857142857,0,5,1,3,5,75
1780,B,1,a0,ok,0.0,0.42857142857142855,0,2,1,8,7,91
1790,B,1,a0,ok,0.0,0.75,0,2,0,2,3,49
1791,B,1,a0,ok,0.0,0.75,0,5,0,6,7,92
1792,B,1,a0,ok,0.0,0.75,0,0,0,0,2,57
1797,B,1,a0,ok,1.0,1.0,0,6,1,10,5,56
1798,B,1,a0,ok,1.0,1.0,0,2,0,8,6,79
1799,B,1,a0,ok,0.0,0.25,2,8,0,4,4,67
1800,B,1,a0,ok,0.0,0.3333333333333333,0,1,0,12,9,65
1805,B,1,a0,ok,1.0,1.0,1,11,1,9,9,94
1810,B,1,a0,ok,0.0,0.6666666666666666,2,3,0,3,1,48
1812,B,1,a0,ok,0.0,0.6666666666666666,0,3,0,3,4,48
1833,B,1,a0,ok,0.0,0.3333333333333333,0,0,0,2,1,84
1834,B,1,a0,ok,0.0,0.6666666666666666,0,11,0,6,10,80
1836,B,1,a0,ok,0.0,0.75,0,8,3,13,17,82
1837,B,1,a0,ok,0.0,0.5714285714285714,0,11,0,9,6,93
1845,B,1,a0,ok,0.0,0.5,0,8,0,11,10,71
1847,B,1,a0,ok,0.0,0.6666666666666666,0,12,0,12,4,88
1848,B,1,a0,ok,0.0,0.6666666666666666,2,11,0,1,2,76
1851,B,1,a0,ok,0.0,0.6666666666666666,0,5,0,6,3,67
1852,B,1,a0,ok,0.0,0.6666666666666666,6,4,0,6,3,60
1853,B,1,a0,ok,0.0,0.1,0,15,0,7,17,86
1855,B,1,a0,ok,0.0,0.3333333333333333,0,0,0,2,2,75
1856,B,1,a0,ok,0.0,0.2727272727272727,0,2,0,5,3,70
1858,B,1,a0,ok,0.0,0.23076923076923078,0,3,0,4,4,70
1863,B,1,a0,ok,0.0,0.75,0,5,0,3,7,63
1873,B,1,a0,ok,0.0,0.3333333333333333,0,6,0,1,1,67
1874,B,1,a0,ok,0.0,0.25,0,9,0,17,15,82
1890,B,1,a0,ok,0.0,0.3333333333333333,0,3,0,6,6,77
1891,B,1,a0,ok,0.0,0.6666666666666666,0,1,0,2,2,95
1904,B,1,a0,ok,0.0,0.8,0,5,0,2,4,45
1905,B,1,a0,ok,1.0,1.0,1,6,0,10,7,85
1906,B,1,a0,ok,0.0,0.0,1,9,1,11,10,88
1908,B,1,a0,ok,0.0,0.3333333333333333,0,8,0,9,11,82
1909,B,1,a0,ok,0.0,0.5,0,2,0,2,7,91
1910,B,1,a0,ok,0.0,0.6666666666666666,0,3,0,6,6,58
1911,B,1,a0,ok,0.0,0.0,0,0,0,0,0,65
1912,B,1,a0,ok,0.0,0.25,0,9,0,4,11,72
1913,B,1,a0,ok,0.0,0.5,2,5,1,9,8,67
1921,B,1,a0,ok,1.0,1.0,0,1,0,4,4,65
1923,B,1,a0,ok,0.0,0.6666666666666666,0,2,1,5,4,88
1924,B,1,a0,ok,0.0,0.6666666666666666,0,3,1,4,5,85
1936,B,1,a0,ok,0.0,0.5,0,3,0,5,6,69
1937,B,1,a0,ok,0.0,0.5,0,1,0,1,2,77
1938,B,1,a0,ok,0.0,0.3333333333333333,0,5,0,0,5,84
1939,B,1,a0,ok,0.0,0.6,0,8,0,12,9,83
1940,B,1,a0,ok,0.0,0.6,0,3,1,8,5,81
1943,B,1,a0,ok,1.0,1.0,0,4,0,4,4,71
1944,B,1,a0,ok,0.0,0.75,0,12,2,17,16,81
1946,B,1,a0,ok,1.0,1.0,0,3,0,6,7,72
1955,B,1,a0,ok,0.0,0.0,0,5,2,5,4,92
1957,B,1,a0,ok,0.0,0.0,0,7,0,6,9,74
1961,B,1,a0,ok,0.0,0.5,0,7,0,15,9,81
1973,B,1,a0,ok,0.0,0.2,2,10,1,7,9,68
1977,B,1,a0,ok,0.0,0.5714285714285714,0,1,0,13,1,92
1979,B,1,a0,ok,0.0,0.75,0,3,0,6,2,90
1980,B,1,a0,ok,0.0,0.6666666666666666,0,7,0,7,2,76
1986,B,1,a0,ok,0.0,0.42857142857142855,2,10,4,12,10,75
1994,B,1,a0,ok,1.0,1.0,0,0,0,0,0,47
1996,B,1,a0,ok,0.0,0.3333333333333333,0,1,0,1,1,84
1998,B,1,a0,ok,0.0,0.0,0,2,0,4,4,88
444,A,1,a1,ok,0.0,0.0,0,15,0,4,15,70
450,A,1,a1,ok,0.0,0.0,0,8,0,6,8,75
451,A,1,a1,ok,0.0,0.0,0,3,1,4,7,46
456,A,1,a1,ok,0.0,0.6,0,4,0,3,6,80
1621,A,1,a1,ok,0.0,0.4,0,5,0,5,3,73
1622,A,1,a1,ok,1.0,1.0,0,3,1,9,5,74
1646,A,1,a1,ok,0.0,0.8333333333333334,0,6,0,2,7,55
1655,A,1,a1,ok,0.0,0.8,0,1,1,3,6,52
1656,A,1,a1,ok,0.0,0.6,0,1,1,2,1,33
1663,A,1,a1,ok,0.0,0.0,0,7,0,0,7,98
1674,A,1,a1,ok,1.0,1.0,0,1,0,16,1,77
1683,A,1,a1,ok,0.0,0.0,0,3,0,5,10,76
1687,A,1,a1,ok,0.0,0.4,0,9,0,18,18,87
1697,A,1,a1,ok,0.0,0.0,0,0,0,0,0,38
1701,A,1,a1,ok,1.0,1.0,0,5,2,10,8,61
1704,A,1,a1,ok,0.0,0.5,0,4,0,10,6,63
1716,A,1,a1,ok,0.0,0.75,0,2,0,4,6,53
1718,A,1,a1,ok,0.0,0.75,0,2,0,0,2,84
1719,A,1,a1,ok,0.0,0.0,0,5,2,14,7,70
1723,A,1,a1,ok,0.0,0.0,0,0,0,0,1,96
1731,A,1,a1,ok,0.0,0.3333333333333333,0,3,0,6,1,34
1733,A,1,a1,ok,1.0,1.0,0,1,0,4,2,59
1734,A,1,a1,ok,0.0,0.3333333333333333,0,15,1,3,3,68
1744,A,1,a1,ok,0.0,0.4,2,6,0,13,9,89
1750,A,1,a1,ok,1.0,1.0,0,1,0,4,5,41
1751,A,1,a1,ok,0.0,0.75,0,5,0,9,9,71
1756,A,1,a1,ok,1.0,1.0,0,1,0,1,2,46
1760,A,1,a1,ok,0.0,0.5,0,4,0,6,2,60
1761,A,1,a1,ok,0.0,0.3333333333333333,0,0,0,1,0,79
1762,A,1,a1,ok,0.0,0.25,0,4,0,10,6,54
1773,A,1,a1,ok,0.0,0.8,0,2,0,9,6,84
1777,A,1,a1,ok,0.0,0.7142857142857143,0,5,2,12,8,73
1778,A,1,a1,ok,0.0,0.42857142857142855,0,4,0,6,8,94
1779,A,1,a1,ok,0.0,0.14285714285714285,0,5,0,8,10,87
1803,A,1,a1,ok,0.0,0.6666666666666666,0,5,1,22,8,97
1804,A,1,a1,ok,0.0,0.75,0,2,1,2,2,50
1806,A,1,a1,ok,1.0,1.0,0,2,2,3,4,35
1807,A,1,a1,ok,0.0,0.3333333333333333,0,10,0,13,9,97
1808,A,1,a1,ok,0.0,0.75,0,0,0,6,2,62
1809,A,1,a1,ok,0.0,0.75,0,4,0,7,7,68
1811,A,1,a1,ok,1.0,1.0,0,6,3,11,9,72
1831,A,1,a1,ok,0.0,0.125,0,6,4,15,11,87
1835,A,1,a1,ok,0.0,0.25,0,3,0,6,5,58
1838,A,1,a1,ok,0.0,0.75,0,4,0,6,8,78
1839,A,1,a1,ok,0.0,0.75,0,7,0,7,6,88
1840,A,1,a1,ok,1.0,1.0,0,5,0,10,5,96
1841,A,1,a1,ok,0.0,0.6,0,0,0,0,0,37
1842,A,1,a1,ok,0.0,0.75,0,4,0,6,4,54
1843,A,1,a1,ok,0.0,0.25,0,2,0,4,4,45
1844,A,1,a1,ok,0.0,0.4,0,3,0,5,4,94
1849,A,1,a1,ok,1.0,1.0,0,2,0,9,8,70
1850,A,1,a1,ok,0.0,0.0,0,0,0,11,0,95
1854,A,1,a1,ok,0.0,0.0,0,5,0,12,8,96
1857,A,1,a1,ok,0.0,0.2727272727272727,0,8,1,5,9,93
1859,A,1,a1,ok,0.0,0.2727272727272727,0,1,0,2,3,74
1875,A,1,a1,ok,0.0,0.6666666666666666,1,3,1,6,3,51
1876,A,1,a1,ok,0.0,0.375,0,9,0,6,16,78
1907,A,1,a1,ok,0.0,0.16666666666666666,2,4,1,12,16,92
1932,A,1,a1,ok,0.0,0.2,0,6,0,4,5,98
1933,A,1,a1,ok,1.0,1.0,0,4,0,8,8,74
1934,A,1,a1,ok,0.0,0.25,0,5,1,5,5,55
1935,A,1,a1,ok,0.0,0.6,0,2,0,4,4,62
1945,A,1,a1,ok,1.0,1.0,0,5,0,5,8,56
1947,A,1,a1,ok,0.0,0.6666666666666666,0,3,0,7,5,57
1948,A,1,a1,ok,1.0,1.0,0,0,0,3,1,70
1954,A,1,a1,ok,0.0,0.25,0,4,3,4,3,57
1956,A,1,a1,ok,0.0,0.75,0,7,2,13,13,81
1958,A,1,a1,ok,0.0,0.6666666666666666,0,19,0,0,24,71
1960,A,1,a1,ok,0.0,0.125,0,6,0,9,10,80
1962,A,1,a1,ok,0.0,0.25,0,6,0,8,8,86
1963,A,1,a1,ok,0.0,0.5,0,4,0,3,4,87
1964,A,1,a1,ok,0.0,0.75,0,2,0,3,5,79
1965,A,1,a1,ok,0.0,0.75,0,2,1,4,2,73
1971,A,1,a1,ok,0.0,0.6666666666666666,0,9,0,4,8,84
1974,A,1,a1,ok,0.0,0.3333333333333333,0,1,0,3,1,36
1975,A,1,a1,ok,0.0,0.0,0,6,0,8,8,76
1978,A,1,a1,ok,0.0,0.5,0,3,2,6,6,82
1981,A,1,a1,ok,0.0,0.8333333333333334,0,5,1,7,5,64
1982,A,1,a1,ok,0.0,0.5,0,3,1,5,4,98
1983,A,1,a1,ok,0.0,0.0,0,15,0,10,14,87
1984,A,1,a1,ok,1.0,1.0,0,5,1,7,11,72
1987,A,1,a1,ok,0.0,0.23076923076923078,0,5,0,9,11,72
1988,A,1,a1,ok,0.0,0.06666666666666667,0,1,1,2,1,63
1989,A,1,a1,ok,0.0,0.058823529411764705,0,5,1,10,7,71
1990,A,1,a1,ok,1.0,1.0,1,6,0,13,7,75
1991,A,1,a1,ok,0.0,0.4,0,5,1,7,13,74
1993,A,1,a1,ok,0.0,0.0,0,2,0,0,2,80
1995,A,1,a1,ok,0.0,0.2,0,2,1,1,5,81
1997,A,1,a1,ok,1.0,1.0,0,2,0,5,3,51
1999,A,1,a1,ok,0.0,0.25,0,6,1,8,12,81
433,B,1,a1,ok,0.0,0.3333333333333333,0,0,0,2,1,61
436,B,1,a1,ok,0.0,0.5,0,1,0,5,2,68
438,B,1,a1,ok,0.0,0.4,0,6,0,10,8,56
439,B,1,a1,ok,0.0,0.0,0,1,0,8,4,79
442,B,1,a1,ok,0.0,0.5,0,1,0,4,2,43
443,B,1,a1,ok,0.0,0.75,0,0,0,5,3,60
445,B,1,a1,ok,1.0,1.0,0,1,0,5,2,76
446,B,1,a1,ok,0.0,0.75,0,6,2,9,10,66
447,B,1,a1,ok,0.0,0.3333333333333333,0,2,0,8,5,78
448,B,1,a1,ok,0.0,0.6666666666666666,0,1,0,4,3,79
449,B,1,a1,ok,0.0,0.3333333333333333,0,2,0,2,1,74
452,B,1,a1,ok,0.0,0.5,0,1,2,3,1,72
454,B,1,a1,ok,0.0,0.16666666666666666,0,9,0,7,16,74
455,B,1,a1,ok,0.0,0.5,0,1,0,4,3,63
458,B,1,a1,ok,0.0,0.5555555555555556,2,2,0,12,7,91
1623,B,1,a1,ok,0.0,0.25,0,8,0,14,8,95
1637,B,1,a1,ok,0.0,0.8333333333333334,0,5,0,12,0,68
1662,B,1,a1,ok,0.0,0.6,0,7,0,17,9,97
1664,B,1,a1,ok,0.0,0.2,0,2,0,6,16,73
1673,B,1,a1,ok,0.0,0.25,0,5,0,9,11,68
1682,B,1,a1,ok,0.0,0.16666666666666666,0,6,0,12,12,80
1684,B,1,a1,ok,1.0,1.0,0,3,0,8,10,59
1685,B,1,a1,ok,0.0,0.0,0,6,0,14,9,62
1688,B,1,a1,ok,0.0,0.6666666666666666,0,4,0,7,6,85
1689,B,1,a1,ok,0.0,0.0,0,0,0,0,0,38
1698,B,1,a1,ok,0.0,0.3333333333333333,0,5,0,2,4,49
1699,B,1,a1,ok,0.0,0.5,2,6,0,9,10,65
1703,B,1,a1,ok,1.0,1.0,0,4,0,6,3,85
1720,B,1,a1,ok,0.0,0.5,0,8,0,9,15,70
1724,B,1,a1,ok,0.0,0.3333333333333333,0,4,0,10,6,49
1732,B,1,a1,ok,1.0,1.0,0,1,0,3,3,39
1735,B,1,a1,ok,0.0,0.75,0,2,0,7,14,72
1736,B,1,a1,ok,1.0,1.0,0,3,0,9,5,43
1737,B,1,a1,ok,0.0,0.75,0,7,2,17,7,74
1745,B,1,a1,ok,1.0,1.0,0,0,0,3,1,27
1746,B,1,a1,ok,0.0,0.75,0,3,0,6,2,48
1747,B,1,a1,ok,0.0,0.6666666666666666,0,4,0,4,4,72
1748,B,1,a1,ok,0.0,0.75,0,9,1,15,15,82
1749,B,1,a1,ok,0.0,0.8,0,3,0,4,3,88
1752,B,1,a1,ok,1.0,1.0,0,5,0,5,6,66
1753,B,1,a1,ok,0.0,0.5,0,2,0,4,2,91
1757,B,1,a1,ok,0.0,0.625,0,1,1,5,1,41
1758,B,1,a1,ok,0.0,0.8571428571428571,0,6,0,2,8,77
1759,B,1,a1,ok,0.0,0.16666666666666666,0,4,0,4,4,63
1764,B,1,a1,ok,0.0,0.6,0,5,2,5,4,51
1774,B,1,a1,ok,0.0,0.4,0,19,0,6,18,86
1776,B,1,a1,ok,0.0,0.42857142857142855,0,8,0,0,9,84
1780,B,1,a1,ok,1.0,1.0,0,5,0,5,2,74
1790,B,1,a1,ok,1.0,1.0,0,0,0,0,3,38
1791,B,1,a1,ok,0.0,0.75,1,1,0,3,6,78
1792,B,1,a1,ok,0.0,0.75,0,2,0,5,2,86
1797,B,1,a1,ok,0.0,0.5,0,1,0,4,5,55
1798,B,1,a1,ok,0.0,0.5,0,4,0,0,6,102
1799,B,1,a1,ok,0.0,0.5,0,32,0,4,31,98
1800,B,1,a1,ok,0.0,0.3333333333333333,0,1,0,5,3,77
1805,B,1,a1,ok,0.0,0.6666666666666666,0,2,0,6,2,50
1810,B,1,a1,ok,0.0,0.3333333333333333,0,2,0,6,3,51
1812,B,1,a1,ok,0.0,0.6666666666666666,0,1,1,2,0,50
1833,B,1,a1,ok,0.0,0.3333333333333333,0,2,1,21,5,80
1834,B,1,a1,ok,0.0,0.8333333333333334,0,4,2,6,8,95
1836,B,1,a1,ok,0.0,0.75,0,10,0,10,14,81
1837,B,1,a1,ok,0.0,0.7142857142857143,0,8,0,6,17,87
1845,B,1,a1,ok,0.0,0.0,0,3,0,7,10,86
1847,B,1,a1,ok,0.0,0.6666666666666666,0,2,0,2,1,76
1848,B,1,a1,ok,0.0,0.6666666666666666,0,0,0,0,2,36
1851,B,1,a1,ok,0.0,0.0,0,3,0,3,3,75
1852,B,1,a1,ok,0.0,0.0,0,6,0,5,10,87
1853,B,1,a1,ok,0.0,0.2,0,7,0,5,5,77
1855,B,1,a1,ok,0.0,0.5,0,0,0,10,3,78
1856,B,1,a1,ok,0.0,0.36363636363636365,0,14,0,4,16,72
1858,B,1,a1,ok,0.0,0.0,0,12,0,4,11,80
1863,B,1,a1,ok,0.0,0.5,0,2,0,6,7,85
1873,B,1,a1,ok,1.0,1.0,0,2,0,2,3,66
1874,B,1,a1,ok,0.0,0.25,0,20,0,8,25,94
1890,B,1,a1,ok,0.0,0.16666666666666666,0,0,0,0,0,52
1891,B,1,a1,ok,0.0,0.6666666666666666,0,5,0,3,7,66
1904,B,1,a1,ok,1.0,1.0,0,1,0,5,1,38
1905,B,1,a1,ok,1.0,1.0,0,6,0,8,9,72
1906,B,1,a1,ok,0.0,0.16666666666666666,0,11,0,18,11,91
1908,B,1,a1,ok,0.0,0.3333333333333333,0,6,0,5,9,94
1909,B,1,a1,ok,0.0,0.0,0,1,0,4,4,93
1910,B,1,a1,ok,0.0,0.5,6,8,0,12,8,71
1911,B,1,a1,ok,0.0,0.0,0,0,0,0,0,32
1912,B,1,a1,ok,1.0,1.0,0,0,0,0,6,74
1913,B,1,a1,ok,0.0,0.5,0,2,0,5,2,69
1921,B,1,a1,ok,0.0,0.0,2,10,0,14,13,90
1923,B,1,a1,ok,0.0,0.6666666666666666,0,0,0,0,0,92
1924,B,1,a1,ok,1.0,1.0,0,7,1,6,5,75
1936,B,1,a1,ok,1.0,1.0,0,1,1,6,4,67
1937,B,1,a1,ok,0.0,0.0,0,2,0,6,5,85
1938,B,1,a1,ok,0.0,0.3333333333333333,0,7,0,4,11,64
1939,B,1,a1,ok,0.0,0.8,0,9,2,17,13,74
1940,B,1,a1,ok,0.0,0.4,0,3,0,10,2,97
1943,B,1,a1,ok,1.0,1.0,0,3,0,6,5,65
1944,B,1,a1,ok,0.0,0.0,0,2,0,5,2,68
1946,B,1,a1,ok,1.0,1.0,0,0,0,5,0,51
1955,B,1,a1,ok,1.0,1.0,0,1,0,2,1,50
1957,B,1,a1,ok,0.0,0.0,0,3,0,5,4,100
1961,B,1,a1,ok,0.0,0.25,0,4,0,5,5,53
1973,B,1,a1,ok,0.0,0.8,0,1,0,15,6,93
1977,B,1,a1,ok,0.0,0.5714285714285714,0,3,1,5,3,65
1979,B,1,a1,ok,0.0,0.75,0,3,1,3,2,94
1980,B,1,a1,ok,1.0,1.0,0,2,1,4,4,55
1986,B,1,a1,ok,0.0,0.42857142857142855,0,1,0,2,4,80
1994,B,1,a1,ok,0.0,0.3333333333333333,0,5,0,7,7,72
1996,B,1,a1,ok,1.0,1.0,0,2,1,6,4,46
1998,B,1,a1,ok,1.0,1.0,0,6,0,7,7,74
444,A,2,both,ok,0.0,0.3333333333333333,0,0,0,2,4,38
450,A,2,both,ok,0.0,0.0,0,5,0,4,6,97
451,A,2,both,ok,0.0,0.0,0,2,0,14,3,55
456,A,2,both,ok,0.0,0.2,0,12,1,7,15,79
1621,A,2,both,ok,0.0,0.5,0,8,1,7,5,76
1622,A,2,both,ok,0.0,0.5,0,9,2,7,8,102
1646,A,2,both,ok,1.0,1.0,0,4,1,6,2,63
1655,A,2,both,ok,0.0,0.6,4,8,0,13,3,64
1656,A,2,both,ok,0.0,0.8,0,3,1,11,7,48
1663,A,2,both,ok,0.0,0.0,0,26,0,0,26,100
1674,A,2,both,ok,0.0,0.25,0,5,1,8,5,82
1683,A,2,both,ok,0.0,0.3333333333333333,0,3,0,11,4,86
1687,A,2,both,ok,1.0,1.0,0,9,1,17,10,77
1697,A,2,both,ok,0.0,0.4,0,0,0,4,2,94
1701,A,2,both,ok,0.0,0.6666666666666666,0,6,1,14,13,73
1704,A,2,both,ok,0.0,0.0,0,9,1,18,12,82
1716,A,2,both,ok,0.0,0.75,0,1,0,5,1,43
1718,A,2,both,ok,1.0,1.0,0,5,0,11,5,56
1719,A,2,both,ok,0.0,0.0,0,7,1,6,9,84
1723,A,2,both,ok,0.0,0.75,0,0,0,3,1,63
1731,A,2,both,ok,0.0,0.6666666666666666,0,3,0,3,2,60
1733,A,2,both,ok,0.0,0.6666666666666666,0,6,0,8,11,61
1734,A,2,both,ok,0.0,0.3333333333333333,0,3,0,8,5,79
1744,A,2,both,ok,1.0,1.0,8,11,1,10,15,82
1750,A,2,both,ok,1.0,1.0,0,8,1,9,7,60
1751,A,2,both,ok,1.0,1.0,0,4,1,16,13,78
1756,A,2,both,ok,0.0,0.75,2,16,1,15,14,79
1760,A,2,both,ok,0.0,0.0,0,3,0,3,4,44
1761,A,2,both,ok,0.0,0.6666666666666666,0,2,1,8,3,87
1762,A,2,both,ok,0.0,0.75,0,12,0,7,10,77
1773,A,2,both,ok,0.0,0.6,0,6,1,5,6,64
1777,A,2,both,ok,0.0,0.7142857142857143,0,2,0,7,3,91
1778,A,2,both,ok,0.0,0.5714285714285714,0,0,0,0,0,85
1779,A,2,both,ok,0.0,0.5714285714285714,0,9,1,9,9,73
1803,A,2,both,ok,1.0,1.0,0,3,0,14,8,84
1804,A,2,both,ok,0.0,0.75,0,6,3,12,8,73
1806,A,2,both,ok,1.0,1.0,0,8,2,8,8,63
1807,A,2,both,ok,0.0,0.0,0,7,0,27,13,91
1808,A,2,both,ok,1.0,1.0,0,4,0,8,4,63
1809,A,2,both,ok,1.0,1.0,0,6,1,6,6,89
1811,A,2,both,ok,1.0,1.0,0,7,2,10,6,70
1831,A,2,both,ok,0.0,0.0,0,10,0,1,2,100
1835,A,2,both,ok,1.0,1.0,0,2,1,7,2,80
1838,A,2,both,ok,1.0,1.0,1,7,1,8,10,63
1839,A,2,both,ok,1.0,1.0,0,10,0,10,11,86
1840,A,2,both,ok,0.0,0.3333333333333333,0,4,0,5,8,100
1841,A,2,both,ok,0.0,0.2,0,8,0,9,9,82
1842,A,2,both,ok,0.0,0.75,0,5,0,14,5,80
