channel,index,test_full_signature,source_train_indices_before_token_trim,injected_whole_source_train_indices,partially_injected_source_train_indices,exemplar_count,pretrim_source_count,partially_injected_source_count,multi_unit_exemplar_count,covering_exemplar_count,has_covering_exemplar,maximum_grounded_plan_trigram_jaccard,flat_success,skill_success,flat_success_skill_failure
instance,1634,"{""object_count"":1,""ordered_units"":[""fetch(meat)"",""state_change(push,cardboardbox,R2)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(meat)"",""relocate(meat,sink)""],""plan_length"":7}","[107,5411]",[107],[5411],1,2,1,1,0,False,0.0,False,False,False
instance,1635,"{""object_count"":2,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""fetch(bread)"",""relocate(pear,wooden cutting board)"",""relocate(bread,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""],""plan_length"":9}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1643,"{""object_count"":2,""ordered_units"":[""fetch(knife)"",""fetch(peach)"",""fetch(banana)"",""relocate(peach,wooden cutting board)"",""relocate(banana,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""],""plan_length"":9}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1644,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(peach)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[26],[],[26],0,1,1,0,0,False,0.0,False,False,False
instance,1652,"{""object_count"":1,""ordered_units"":[""fetch(meat)"",""relocate(meat,rack)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1653,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,bowl)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1654,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[317],[],[317],0,1,1,0,0,False,0.0,False,False,False
instance,1671,"{""object_count"":2,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""fetch(tomato)"",""relocate(pear,wooden cutting board)"",""relocate(tomato,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""],""plan_length"":9}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1673,"{""object_count"":2,""ordered_units"":[""fetch(meat)"",""fetch(pear)"",""relocate(meat,bowl)"",""relocate(pear,bowl)"",""multi_object_sequence(2)""],""plan_length"":8}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1677,"{""object_count"":2,""ordered_units"":[""fetch(bread)"",""fetch(spoon)"",""state_change(open,cabinet)"",""relocate(bread,cabinet)"",""relocate(spoon,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}","[650,1393]",[650],[],1,2,0,1,1,True,1.0,False,False,False
instance,1685,"{""object_count"":2,""ordered_units"":[""fetch(plate)"",""state_change(open,cabinet)"",""relocate(plate,kitchen island area)"",""fetch(bread)"",""open_container_then_retrieve(cabinet,bread)"",""relocate(bread,plate)"",""multi_object_sequence(2)""],""plan_length"":8}","[3063,3769]",[3063],[],1,2,0,1,1,True,1.0,False,False,False
instance,1689,"{""object_count"":2,""ordered_units"":[""fetch(apple)"",""fetch(meat)"",""relocate(apple,plate)"",""relocate(meat,plate)"",""multi_object_sequence(2)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,True,True,False
instance,1691,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,kitchen island area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1693,"{""object_count"":2,""ordered_units"":[""fetch(scissors)"",""fetch(tomato)"",""state_change(open,cabinet)"",""relocate(scissors,cabinet)"",""relocate(tomato,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}",[791],[],[791],0,1,1,0,0,False,0.0,False,False,False
instance,1713,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,sink)"",""state_change(interact,sink)"",""fetch(apple)"",""check_then_act(sink,apple)"",""relocate(apple,plate)""],""plan_length"":11}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1718,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[2069,2609,5374]","[2069,2609]",[],2,3,0,2,2,True,1.0,False,False,False
instance,1729,"{""object_count"":2,""ordered_units"":[""fetch(banana)"",""state_change(open,cabinet)"",""relocate(banana,table)"",""fetch(peach)"",""open_container_then_retrieve(cabinet,peach)"",""relocate(peach,table)"",""multi_object_sequence(2)""],""plan_length"":8}","[482,1598]",[482],[1598],1,2,1,1,0,False,0.0,False,False,False
instance,1736,"{""object_count"":2,""ordered_units"":[""fetch(bread)"",""fetch(spoon)"",""state_change(open,cabinet)"",""relocate(bread,cabinet)"",""relocate(spoon,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}","[2326,4539]",[2326],[],1,2,0,1,1,True,0.42857142857142855,False,False,False
instance,1740,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R2)"",""fetch(pear)"",""relocate(pear,cardboardbox)"",""state_change(push,cardboardbox,R3)"",""fetch(pear)"",""relocate(pear,sink)""],""plan_length"":7}",[1680],[],[1680],0,1,1,0,0,False,0.0,False,False,False
instance,1741,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[261],[],[261],0,1,1,0,0,False,0.0,False,False,False
instance,1743,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[299],[],[299],0,1,1,0,0,False,0.0,False,False,False
instance,1746,"{""object_count"":2,""ordered_units"":[""fetch(apple)"",""fetch(pear)"",""relocate(apple,plate)"",""relocate(pear,plate)"",""multi_object_sequence(2)""],""plan_length"":8}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1750,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""fetch(knife)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[7],[],[7],0,1,1,0,0,False,0.0,False,False,False
instance,1751,"{""object_count"":2,""ordered_units"":[""fetch(fork)"",""fetch(apple)"",""state_change(open,cabinet)"",""relocate(fork,cabinet)"",""relocate(apple,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}","[5267,6917]",[5267],[6917],1,2,1,1,0,False,0.0,False,False,False
instance,1753,"{""object_count"":2,""ordered_units"":[""fetch(scissors)"",""fetch(apple)"",""state_change(open,cabinet)"",""relocate(scissors,cabinet)"",""relocate(apple,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}","[4419,696]",[4419],[696],1,2,1,1,0,False,0.0,False,False,False
instance,1755,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[402],[],[402],0,1,1,0,0,False,0.0,False,False,False
instance,1756,"{""object_count"":1,""ordered_units"":[""fetch(spoon)"",""relocate(spoon,rack)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1763,"{""object_count"":2,""ordered_units"":[""fetch(apple)"",""fetch(meat)"",""relocate(apple,plate)"",""relocate(meat,plate)"",""multi_object_sequence(2)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,True,True,False
instance,1784,"{""object_count"":2,""ordered_units"":[""fetch(bread)"",""fetch(plate)"",""relocate(bread,toaster)"",""relocate(plate,kitchen work area)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1788,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""relocate(pear,rack)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1789,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,bowl)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1790,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,sink)"",""state_change(interact,sink)"",""fetch(apple)"",""check_then_act(sink,apple)"",""relocate(apple,plate)""],""plan_length"":11}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1793,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,sink)"",""state_change(interact,sink)"",""fetch(tomato)"",""check_then_act(sink,tomato)"",""relocate(tomato,bowl)""],""plan_length"":11}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1797,"{""object_count"":2,""ordered_units"":[""fetch(bowl)"",""state_change(open,cabinet)"",""relocate(bowl,kitchen work area)"",""fetch(banana)"",""open_container_then_retrieve(cabinet,banana)"",""relocate(banana,bowl)"",""multi_object_sequence(2)""],""plan_length"":8}","[2097,2244]",[2097],[2244],1,2,1,1,1,True,1.0,False,False,False
productivity,0,"{""object_count"":1,""ordered_units"":[""fetch(wine)"",""relocate(wine,kitchen work area)""],""plan_length"":5}",[3337],[],[3337],0,1,1,0,0,False,0.0,False,False,False
productivity,4,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[1407,1451,4462]","[1407,1451]",[4462],2,3,1,2,2,True,1.0,False,False,False
productivity,6,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,kitchen work area)""],""plan_length"":5}","[812,3841]",[812],[],1,2,0,1,1,True,1.0,True,False,True
productivity,16,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[943,1351]",[943],[1351],1,2,1,1,1,True,1.0,False,False,False
productivity,19,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[81],[81],[],1,1,0,1,0,False,0.0,False,False,False
productivity,24,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(peach)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
productivity,25,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,bowl)""],""plan_length"":5}","[153,512]",[153],[512],1,2,1,1,1,True,1.0,False,False,False
productivity,36,"{""object_count"":1,""ordered_units"":[""fetch(kettle)"",""relocate(kettle,kitchen work area)""],""plan_length"":5}","[3321,3792]",[3321],[],1,2,0,1,1,True,1.0,True,True,False
productivity,42,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R2)"",""fetch(meat)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R3)"",""fetch(meat)"",""relocate(meat,sink)""],""plan_length"":7}","[3563,4009,4059,6697]","[3563,4009,4059]",[],3,4,0,3,0,False,0.0,False,False,False
productivity,48,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""fetch(knife)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[9],[],[9],0,1,1,0,0,False,0.0,False,False,False
productivity,58,"{""object_count"":1,""ordered_units"":[""fetch(plate)"",""relocate(plate,kitchen island area)""],""plan_length"":5}",[4064],[],[4064],0,1,1,0,0,False,0.0,False,False,False
productivity,60,"{""object_count"":1,""ordered_units"":[""fetch(pumpkin)"",""relocate(pumpkin,kitchen work area)""],""plan_length"":5}",[1799],[],[1799],0,1,1,0,0,False,0.0,False,False,False
productivity,64,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,plate)""],""plan_length"":5}","[1453,1511]",[1453],[1511],1,2,1,1,1,True,1.0,False,False,False
productivity,66,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""relocate(pear,table)""],""plan_length"":5}","[3660,5460]",[3660],[],1,2,0,1,1,True,1.0,False,False,False
productivity,69,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,plate)""],""plan_length"":5}","[84,1001]",[84],[],1,2,0,1,1,True,1.0,False,False,False
productivity,70,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,kitchen work area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
productivity,73,"{""object_count"":1,""ordered_units"":[""fetch(scissors)"",""relocate(scissors,rack)""],""plan_length"":5}",[762],[],[762],0,1,1,0,0,False,0.0,True,False,True
productivity,74,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[635,1199,2547]","[635,1199,2547]",[],3,3,0,3,3,True,1.0,False,False,False
productivity,76,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}",[1739],[],[1739],0,1,1,0,0,False,0.0,False,False,False
productivity,83,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,table)""],""plan_length"":5}",[1428],[],[1428],0,1,1,0,0,False,0.0,False,False,False
productivity,84,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,bowl)""],""plan_length"":5}",[314],[],[314],0,1,1,0,0,False,0.0,False,False,False
productivity,88,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}","[1161,1682]",[1161],[],1,2,0,1,1,True,1.0,True,False,True
productivity,91,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,kitchen island area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
productivity,102,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[299,355]",[299],[355],1,2,1,1,1,True,1.0,False,False,False
productivity,106,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,table)""],""plan_length"":5}","[352,903]",[352],[903],1,2,1,1,1,True,1.0,False,False,False
productivity,109,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(peach)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[402],[],[402],0,1,1,0,0,False,0.0,False,False,False
productivity,122,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R2)"",""fetch(fork)"",""relocate(fork,cardboardbox)"",""state_change(push,cardboardbox,R3)"",""fetch(fork)"",""relocate(fork,sink)""],""plan_length"":7}","[1558,2381,526]","[1558,2381]",[526],2,3,1,2,1,True,1.0,False,False,False
productivity,130,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,rack)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
productivity,139,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}","[202,1777]",[202],[],1,2,0,1,1,True,1.0,False,False,False
productivity,143,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}","[315,1614,1998]","[315,1614]",[],2,3,0,2,2,True,1.0,False,False,False
productivity,150,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,plate)""],""plan_length"":5}","[957,1338,1776]","[957,1338]",[],2,3,0,2,2,True,1.0,False,False,False
productivity,155,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""fetch(knife)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[52],[52],[],1,1,0,1,0,False,0.0,False,False,False
productivity,160,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}",[1150],[],[1150],0,1,1,0,0,False,0.0,False,False,False
productivity,161,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}",[208],[],[208],0,1,1,0,0,False,0.0,False,False,False
productivity,162,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,kitchen island area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
productivity,171,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[105,111]",[105],[],1,2,0,1,0,False,0.0,False,False,False
productivity,174,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[299,355]",[299],[355],1,2,1,1,0,False,0.0,False,False,False
productivity,190,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[222],[222],[],1,1,0,1,0,False,0.0,False,False,False
productivity,191,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}",[491],[],[491],0,1,1,0,0,False,0.0,False,False,False
productivity,193,"{""object_count"":1,""ordered_units"":[""fetch(bottle)"",""relocate(bottle,rack)""],""plan_length"":5}",[2247],[],[2247],0,1,1,0,0,False,0.0,False,False,False
productivity,195,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}",[70],[],[70],0,1,1,0,0,False,0.0,False,False,False
productivity,201,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}",[3627],[],[3627],0,1,1,0,0,False,0.0,False,False,False
productivity,203,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,kitchen island area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
productivity,204,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[137,191]",[137],[191],1,2,1,1,0,False,0.0,False,False,False
productivity,210,"{""object_count"":1,""ordered_units"":[""fetch(cup)"",""relocate(cup,kitchen work area)""],""plan_length"":5}",[2182],[],[2182],0,1,1,0,0,False,0.0,False,False,False
productivity,220,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,kitchen work area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
productivity,225,"{""object_count"":1,""ordered_units"":[""fetch(cardboardbox)"",""relocate(cardboardbox,kitchen island area)""],""plan_length"":5}",[1773],[],[1773],0,1,1,0,0,False,0.0,False,False,False
productivity,228,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R3)"",""fetch(pumpkin)"",""relocate(pumpkin,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(pumpkin)"",""relocate(pumpkin,sink)""],""plan_length"":7}","[691,5971]",[691],[],1,2,0,1,0,False,0.0,False,False,False
productivity,229,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(peach)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[518],[518],[],1,1,0,1,0,False,0.0,False,False,False
productivity,233,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[299,355]",[299],[355],1,2,1,1,0,False,0.0,False,False,False
productivity,238,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,plate)""],""plan_length"":5}",[308],[],[],0,1,0,0,0,False,0.0,False,False,False
productivity,240,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[299,355]",[299],[355],1,2,1,1,1,True,1.0,False,False,False
productivity,248,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[12],[],[12],0,1,1,0,0,False,0.0,False,False,False
productivity,252,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}",[208],[],[208],0,1,1,0,0,False,0.0,False,False,False
productivity,256,"{""object_count"":1,""ordered_units"":[""fetch(wine)"",""relocate(wine,kitchen island area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
productivity,257,"{""object_count"":1,""ordered_units"":[""fetch(bottle)"",""relocate(bottle,rack)""],""plan_length"":5}",[1162],[],[1162],0,1,1,0,0,False,0.0,False,False,False
productivity,258,"{""object_count"":1,""ordered_units"":[""fetch(spoon)"",""state_change(push,cardboardbox,R2)"",""relocate(spoon,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(spoon)"",""relocate(spoon,sink)""],""plan_length"":7}","[6776,2818]",[6776],[2818],1,2,1,1,0,False,0.0,False,False,False
productivity,263,"{""object_count"":1,""ordered_units"":[""fetch(bottle)"",""relocate(bottle,rack)""],""plan_length"":5}",[4137],[],[4137],0,1,1,0,0,False,0.0,False,True,False
productivity,266,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}",[1364],[],[1364],0,1,1,0,0,False,0.0,False,False,False
productivity,282,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,bowl)""],""plan_length"":5}","[291,600]",[291],[600],1,2,1,1,1,True,1.0,False,False,False
productivity,284,"{""object_count"":1,""ordered_units"":[""fetch(spoon)"",""state_change(push,cardboardbox,R1)"",""relocate(spoon,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(spoon)"",""relocate(spoon,sink)""],""plan_length"":7}","[6776,2818]",[6776],[],1,2,0,1,0,False,0.07692307692307693,False,False,False
productivity,296,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[142],[142],[],1,1,0,1,0,False,0.0,True,False,True
productivity,306,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,table)""],""plan_length"":5}",[1745],[],[1745],0,1,1,0,0,False,0.0,False,False,False
productivity,320,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[2798,3473]",[2798],[3473],1,2,1,1,1,True,1.0,True,False,True
productivity,327,"{""object_count"":1,""ordered_units"":[""fetch(spoon)"",""relocate(spoon,rack)""],""plan_length"":5}","[3687,3928]",[3687],[3928],1,2,1,1,1,True,1.0,True,False,True
productivity,331,"{""object_count"":1,""ordered_units"":[""fetch(pizza)"",""relocate(pizza,kitchen island area)""],""plan_length"":5}",[5857],[],[5857],0,1,1,0,0,False,0.0,True,True,False
productivity,336,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""relocate(pear,kitchen island area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
productivity,338,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[160,1305,1436,2409]","[160,1305,1436]",[],3,4,0,3,3,True,1.0,False,False,False
productivity,341,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,plate)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
productivity,344,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[44],[44],[],1,1,0,1,1,True,1.0,False,False,False
productivity,347,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[44],[44],[],1,1,0,1,1,True,1.0,False,False,False
productivity,350,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}",[1097],[],[1097],0,1,1,0,0,False,0.0,False,False,False
productivity,354,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}",[483],[],[483],0,1,1,0,0,False,0.0,False,False,False
productivity,355,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,kitchen island area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
productivity,357,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,kitchen island area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
productivity,365,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[81],[81],[],1,1,0,1,0,False,0.0,False,False,False
productivity,366,"{""object_count"":1,""ordered_units"":[""fetch(meat)"",""state_change(push,cardboardbox,R1)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R3)"",""fetch(meat)"",""relocate(meat,sink)""],""plan_length"":7}","[1762,3390,6986]","[1762,3390]",[],2,3,0,2,1,True,1.0,False,False,False
productivity,369,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}","[1049,3829]",[1049],[],1,2,0,1,1,True,1.0,False,False,False
productivity,375,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[652],[652],[],1,1,0,1,1,True,1.0,False,False,False
productivity,376,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[137],[137],[],1,1,0,1,0,False,0.0,False,False,False
productivity,379,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}","[1049,3829]",[1049],[],1,2,0,1,1,True,1.0,False,False,False
productivity,380,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""relocate(pear,table)""],""plan_length"":5}",[1297],[],[1297],0,1,1,0,0,False,0.0,False,False,False
productivity,384,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,plate)""],""plan_length"":5}","[957,1338,1776]","[957,1338]",[],2,3,0,2,2,True,1.0,False,False,False
productivity,390,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,rack)""],""plan_length"":5}",[3774],[],[3774],0,1,1,0,0,False,0.0,False,True,False
productivity,396,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[160,1305,1436,2409]","[160,1305,1436]",[],3,4,0,3,3,True,1.0,False,False,False
productivity,403,"{""object_count"":1,""ordered_units"":[""fetch(fork)"",""relocate(fork,kitchen work area)""],""plan_length"":5}","[4084,98]",[4084],[98],1,2,1,1,1,True,1.0,True,False,True
productivity,408,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}",[1111],[],[1111],0,1,1,0,0,False,0.0,False,False,False
productivity,414,"{""object_count"":1,""ordered_units"":[""fetch(meat)"",""relocate(meat,kitchen island area)""],""plan_length"":5}",[6139],[],[6139],0,1,1,0,0,False,0.0,True,False,True
productivity,421,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""fetch(knife)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[169],[169],[],1,1,0,1,0,False,0.0,False,False,False
productivity,425,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}",[257],[],[257],0,1,1,0,0,False,0.0,False,False,False
