channel,index,exemplar_rank,source_train_index,source_full_signature,source_ordered_units,source_unit_kinds,source_is_multi_unit,covers_test_full_signature,grounded_plan_trigram_jaccard
instance,1345,1,2240,"{""object_count"":2,""ordered_units"":[""state_change(open,cabinet)"",""fetch(plate)"",""relocate(plate,kitchen island area)"",""fetch(tomato)"",""open_container_then_retrieve(cabinet,tomato)"",""relocate(tomato,plate)"",""multi_object_sequence(2)""],""plan_length"":8}","[""state_change(open,cabinet)"",""fetch(plate)"",""relocate(plate,kitchen island area)"",""fetch(tomato)"",""open_container_then_retrieve(cabinet,tomato)"",""relocate(tomato,plate)"",""multi_object_sequence(2)""]","[""state_change"",""fetch"",""relocate"",""fetch"",""open_container_then_retrieve"",""relocate"",""multi_object_sequence""]",True,False,0.0
instance,1346,1,161,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}","[""fetch(peach)"",""relocate(peach,table)""]","[""fetch"",""relocate""]",True,True,1.0
instance,1353,1,952,"{""object_count"":2,""ordered_units"":[""state_change(open,cabinet)"",""fetch(banana)"",""relocate(banana,table)"",""fetch(peach)"",""open_container_then_retrieve(cabinet,peach)"",""relocate(peach,table)"",""multi_object_sequence(2)""],""plan_length"":8}","[""state_change(open,cabinet)"",""fetch(banana)"",""relocate(banana,table)"",""fetch(peach)"",""open_container_then_retrieve(cabinet,peach)"",""relocate(peach,table)"",""multi_object_sequence(2)""]","[""state_change"",""fetch"",""relocate"",""fetch"",""open_container_then_retrieve"",""relocate"",""multi_object_sequence""]",True,True,1.0
instance,1353,2,1871,"{""object_count"":2,""ordered_units"":[""fetch(banana)"",""state_change(open,cabinet)"",""relocate(banana,table)"",""fetch(peach)"",""open_container_then_retrieve(cabinet,peach)"",""relocate(peach,table)"",""multi_object_sequence(2)""],""plan_length"":8}","[""fetch(banana)"",""state_change(open,cabinet)"",""relocate(banana,table)"",""fetch(peach)"",""open_container_then_retrieve(cabinet,peach)"",""relocate(peach,table)"",""multi_object_sequence(2)""]","[""fetch"",""state_change"",""relocate"",""fetch"",""open_container_then_retrieve"",""relocate"",""multi_object_sequence""]",True,False,0.0
instance,1359,1,649,"{""object_count"":2,""ordered_units"":[""fetch(plate)"",""state_change(open,cabinet)"",""relocate(plate,kitchen work area)"",""fetch(tomato)"",""open_container_then_retrieve(cabinet,tomato)"",""relocate(tomato,plate)"",""multi_object_sequence(2)""],""plan_length"":8}","[""fetch(plate)"",""state_change(open,cabinet)"",""relocate(plate,kitchen work area)"",""fetch(tomato)"",""open_container_then_retrieve(cabinet,tomato)"",""relocate(tomato,plate)"",""multi_object_sequence(2)""]","[""fetch"",""state_change"",""relocate"",""fetch"",""open_container_then_retrieve"",""relocate"",""multi_object_sequence""]",True,True,1.0
instance,1371,1,399,"{""object_count"":0,""ordered_units"":[""state_change(interact,fridge)""],""plan_length"":2}","[""state_change(interact,fridge)""]","[""state_change""]",False,True,1.0
instance,1408,1,655,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}","[""fetch(peach)"",""relocate(peach,table)""]","[""fetch"",""relocate""]",True,True,1.0
instance,1408,2,1438,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}","[""fetch(peach)"",""relocate(peach,table)""]","[""fetch"",""relocate""]",True,True,1.0
instance,1408,3,1449,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}","[""fetch(peach)"",""relocate(peach,table)""]","[""fetch"",""relocate""]",True,True,1.0
instance,1429,1,362,"{""object_count"":2,""ordered_units"":[""fetch(banana)"",""state_change(open,cabinet)"",""relocate(banana,table)"",""fetch(pear)"",""open_container_then_retrieve(cabinet,pear)"",""relocate(pear,table)"",""multi_object_sequence(2)""],""plan_length"":8}","[""fetch(banana)"",""state_change(open,cabinet)"",""relocate(banana,table)"",""fetch(pear)"",""open_container_then_retrieve(cabinet,pear)"",""relocate(pear,table)"",""multi_object_sequence(2)""]","[""fetch"",""state_change"",""relocate"",""fetch"",""open_container_then_retrieve"",""relocate"",""multi_object_sequence""]",True,False,0.0
instance,1429,2,1897,"{""object_count"":2,""ordered_units"":[""state_change(open,cabinet)"",""fetch(banana)"",""relocate(banana,table)"",""fetch(pear)"",""open_container_then_retrieve(cabinet,pear)"",""relocate(pear,table)"",""multi_object_sequence(2)""],""plan_length"":8}","[""state_change(open,cabinet)"",""fetch(banana)"",""relocate(banana,table)"",""fetch(pear)"",""open_container_then_retrieve(cabinet,pear)"",""relocate(pear,table)"",""multi_object_sequence(2)""]","[""state_change"",""fetch"",""relocate"",""fetch"",""open_container_then_retrieve"",""relocate"",""multi_object_sequence""]",True,True,1.0
instance,1444,1,3319,"{""object_count"":2,""ordered_units"":[""fetch(pumpkin)"",""fetch(knife)"",""state_change(open,cabinet)"",""relocate(pumpkin,cabinet)"",""relocate(knife,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}","[""fetch(pumpkin)"",""fetch(knife)"",""state_change(open,cabinet)"",""relocate(pumpkin,cabinet)"",""relocate(knife,cabinet)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""state_change"",""relocate"",""relocate"",""multi_object_sequence""]",True,True,0.42857142857142855
instance,1445,1,233,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""relocate(pear,table)""],""plan_length"":5}","[""fetch(pear)"",""relocate(pear,table)""]","[""fetch"",""relocate""]",True,True,1.0
instance,1445,2,449,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""relocate(pear,table)""],""plan_length"":5}","[""fetch(pear)"",""relocate(pear,table)""]","[""fetch"",""relocate""]",True,True,1.0
instance,1447,1,4242,"{""object_count"":2,""ordered_units"":[""fetch(knife)"",""fetch(peach)"",""state_change(open,cabinet)"",""relocate(knife,cabinet)"",""relocate(peach,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}","[""fetch(knife)"",""fetch(peach)"",""state_change(open,cabinet)"",""relocate(knife,cabinet)"",""relocate(peach,cabinet)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""state_change"",""relocate"",""relocate"",""multi_object_sequence""]",True,False,0.0
instance,1460,1,277,"{""object_count"":2,""ordered_units"":[""state_change(open,cabinet)"",""fetch(tomato)"",""relocate(tomato,table)"",""fetch(peach)"",""open_container_then_retrieve(cabinet,peach)"",""relocate(peach,table)"",""multi_object_sequence(2)""],""plan_length"":8}","[""state_change(open,cabinet)"",""fetch(tomato)"",""relocate(tomato,table)"",""fetch(peach)"",""open_container_then_retrieve(cabinet,peach)"",""relocate(peach,table)"",""multi_object_sequence(2)""]","[""state_change"",""fetch"",""relocate"",""fetch"",""open_container_then_retrieve"",""relocate"",""multi_object_sequence""]",True,True,1.0
instance,1460,2,656,"{""object_count"":2,""ordered_units"":[""state_change(open,cabinet)"",""fetch(tomato)"",""relocate(tomato,table)"",""fetch(peach)"",""open_container_then_retrieve(cabinet,peach)"",""relocate(peach,table)"",""multi_object_sequence(2)""],""plan_length"":8}","[""state_change(open,cabinet)"",""fetch(tomato)"",""relocate(tomato,table)"",""fetch(peach)"",""open_container_then_retrieve(cabinet,peach)"",""relocate(peach,table)"",""multi_object_sequence(2)""]","[""state_change"",""fetch"",""relocate"",""fetch"",""open_container_then_retrieve"",""relocate"",""multi_object_sequence""]",True,True,1.0
instance,1467,1,2021,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R3)"",""fetch(pumpkin)"",""relocate(pumpkin,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(pumpkin)"",""relocate(pumpkin,sink)""],""plan_length"":7}","[""state_change(push,cardboardbox,R3)"",""fetch(pumpkin)"",""relocate(pumpkin,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(pumpkin)"",""relocate(pumpkin,sink)""]","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,True,1.0
instance,1482,1,1111,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
instance,1482,2,1927,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
instance,1482,3,3865,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
instance,1509,1,649,"{""object_count"":2,""ordered_units"":[""fetch(plate)"",""state_change(open,cabinet)"",""relocate(plate,kitchen work area)"",""fetch(tomato)"",""open_container_then_retrieve(cabinet,tomato)"",""relocate(tomato,plate)"",""multi_object_sequence(2)""],""plan_length"":8}","[""fetch(plate)"",""state_change(open,cabinet)"",""relocate(plate,kitchen work area)"",""fetch(tomato)"",""open_container_then_retrieve(cabinet,tomato)"",""relocate(tomato,plate)"",""multi_object_sequence(2)""]","[""fetch"",""state_change"",""relocate"",""fetch"",""open_container_then_retrieve"",""relocate"",""multi_object_sequence""]",True,True,1.0
instance,1531,1,1222,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}","[""fetch(banana)"",""relocate(banana,table)""]","[""fetch"",""relocate""]",True,True,1.0
instance,1531,2,1231,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}","[""fetch(banana)"",""relocate(banana,table)""]","[""fetch"",""relocate""]",True,True,1.0
instance,1544,1,158,"{""object_count"":1,""ordered_units"":[""state_change(open,cabinet)"",""fetch(banana)"",""open_container_then_retrieve(cabinet,banana)"",""relocate(banana,plate)""],""plan_length"":8}","[""state_change(open,cabinet)"",""fetch(banana)"",""open_container_then_retrieve(cabinet,banana)"",""relocate(banana,plate)""]","[""state_change"",""fetch"",""open_container_then_retrieve"",""relocate""]",True,True,1.0
instance,1554,1,3056,"{""object_count"":2,""ordered_units"":[""fetch(peach)"",""fetch(spoon)"",""state_change(open,cabinet)"",""relocate(peach,cabinet)"",""relocate(spoon,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}","[""fetch(peach)"",""fetch(spoon)"",""state_change(open,cabinet)"",""relocate(peach,cabinet)"",""relocate(spoon,cabinet)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""state_change"",""relocate"",""relocate"",""multi_object_sequence""]",True,True,1.0
instance,1558,1,180,"{""object_count"":1,""ordered_units"":[""state_change(open,cabinet)"",""fetch(banana)"",""open_container_then_retrieve(cabinet,banana)"",""relocate(banana,plate)""],""plan_length"":8}","[""state_change(open,cabinet)"",""fetch(banana)"",""open_container_then_retrieve(cabinet,banana)"",""relocate(banana,plate)""]","[""state_change"",""fetch"",""open_container_then_retrieve"",""relocate""]",True,True,1.0
instance,1569,1,5216,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""state_change(push,cardboardbox,R2)"",""relocate(apple,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(apple)"",""relocate(apple,sink)""],""plan_length"":7}","[""fetch(apple)"",""state_change(push,cardboardbox,R2)"",""relocate(apple,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(apple)"",""relocate(apple,sink)""]","[""fetch"",""state_change"",""relocate"",""state_change"",""fetch"",""relocate""]",True,True,1.0
instance,1578,1,149,"{""object_count"":2,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""state_change(open,cabinet)"",""relocate(knife,cabinet)"",""relocate(apple,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}","[""fetch(knife)"",""fetch(apple)"",""state_change(open,cabinet)"",""relocate(knife,cabinet)"",""relocate(apple,cabinet)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""state_change"",""relocate"",""relocate"",""multi_object_sequence""]",True,False,0.25
instance,1582,1,158,"{""object_count"":1,""ordered_units"":[""state_change(open,cabinet)"",""fetch(banana)"",""open_container_then_retrieve(cabinet,banana)"",""relocate(banana,plate)""],""plan_length"":8}","[""state_change(open,cabinet)"",""fetch(banana)"",""open_container_then_retrieve(cabinet,banana)"",""relocate(banana,plate)""]","[""state_change"",""fetch"",""open_container_then_retrieve"",""relocate""]",True,True,1.0
instance,1595,1,751,"{""object_count"":1,""ordered_units"":[""state_change(open,cabinet)"",""fetch(apple)"",""open_container_then_retrieve(cabinet,apple)"",""relocate(apple,plate)""],""plan_length"":8}","[""state_change(open,cabinet)"",""fetch(apple)"",""open_container_then_retrieve(cabinet,apple)"",""relocate(apple,plate)""]","[""state_change"",""fetch"",""open_container_then_retrieve"",""relocate""]",True,True,1.0
instance,1606,1,1323,"{""object_count"":1,""ordered_units"":[""state_change(open,cabinet)"",""fetch(banana)"",""open_container_then_retrieve(cabinet,banana)"",""relocate(banana,bowl)""],""plan_length"":8}","[""state_change(open,cabinet)"",""fetch(banana)"",""open_container_then_retrieve(cabinet,banana)"",""relocate(banana,bowl)""]","[""state_change"",""fetch"",""open_container_then_retrieve"",""relocate""]",True,True,1.0
instance,1615,1,1366,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,table)""],""plan_length"":5}","[""fetch(apple)"",""relocate(apple,table)""]","[""fetch"",""relocate""]",True,True,1.0
instance,1615,2,2429,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,table)""],""plan_length"":5}","[""fetch(apple)"",""relocate(apple,table)""]","[""fetch"",""relocate""]",True,True,1.0
instance,1615,3,3587,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,table)""],""plan_length"":5}","[""fetch(apple)"",""relocate(apple,table)""]","[""fetch"",""relocate""]",True,True,1.0
instance,1627,1,1173,"{""object_count"":2,""ordered_units"":[""state_change(open,cabinet)"",""fetch(banana)"",""relocate(banana,table)"",""fetch(apple)"",""open_container_then_retrieve(cabinet,apple)"",""relocate(apple,table)"",""multi_object_sequence(2)""],""plan_length"":8}","[""state_change(open,cabinet)"",""fetch(banana)"",""relocate(banana,table)"",""fetch(apple)"",""open_container_then_retrieve(cabinet,apple)"",""relocate(apple,table)"",""multi_object_sequence(2)""]","[""state_change"",""fetch"",""relocate"",""fetch"",""open_container_then_retrieve"",""relocate"",""multi_object_sequence""]",True,False,0.0
instance,1634,1,107,"{""object_count"":1,""ordered_units"":[""fetch(meat)"",""state_change(push,cardboardbox,R1)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(meat)"",""relocate(meat,sink)""],""plan_length"":7}","[""fetch(meat)"",""state_change(push,cardboardbox,R1)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(meat)"",""relocate(meat,sink)""]","[""fetch"",""state_change"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
instance,1677,1,650,"{""object_count"":2,""ordered_units"":[""fetch(bread)"",""fetch(spoon)"",""state_change(open,cabinet)"",""relocate(bread,cabinet)"",""relocate(spoon,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}","[""fetch(bread)"",""fetch(spoon)"",""state_change(open,cabinet)"",""relocate(bread,cabinet)"",""relocate(spoon,cabinet)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""state_change"",""relocate"",""relocate"",""multi_object_sequence""]",True,True,1.0
instance,1685,1,3063,"{""object_count"":2,""ordered_units"":[""fetch(plate)"",""state_change(open,cabinet)"",""relocate(plate,kitchen island area)"",""fetch(bread)"",""open_container_then_retrieve(cabinet,bread)"",""relocate(bread,plate)"",""multi_object_sequence(2)""],""plan_length"":8}","[""fetch(plate)"",""state_change(open,cabinet)"",""relocate(plate,kitchen island area)"",""fetch(bread)"",""open_container_then_retrieve(cabinet,bread)"",""relocate(bread,plate)"",""multi_object_sequence(2)""]","[""fetch"",""state_change"",""relocate"",""fetch"",""open_container_then_retrieve"",""relocate"",""multi_object_sequence""]",True,True,1.0
instance,1718,1,2069,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
instance,1718,2,2609,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
instance,1729,1,482,"{""object_count"":2,""ordered_units"":[""state_change(open,cabinet)"",""fetch(banana)"",""relocate(banana,table)"",""fetch(peach)"",""open_container_then_retrieve(cabinet,peach)"",""relocate(peach,table)"",""multi_object_sequence(2)""],""plan_length"":8}","[""state_change(open,cabinet)"",""fetch(banana)"",""relocate(banana,table)"",""fetch(peach)"",""open_container_then_retrieve(cabinet,peach)"",""relocate(peach,table)"",""multi_object_sequence(2)""]","[""state_change"",""fetch"",""relocate"",""fetch"",""open_container_then_retrieve"",""relocate"",""multi_object_sequence""]",True,False,0.0
instance,1736,1,2326,"{""object_count"":2,""ordered_units"":[""fetch(bread)"",""fetch(spoon)"",""state_change(open,cabinet)"",""relocate(bread,cabinet)"",""relocate(spoon,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}","[""fetch(bread)"",""fetch(spoon)"",""state_change(open,cabinet)"",""relocate(bread,cabinet)"",""relocate(spoon,cabinet)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""state_change"",""relocate"",""relocate"",""multi_object_sequence""]",True,True,0.42857142857142855
instance,1751,1,5267,"{""object_count"":2,""ordered_units"":[""fetch(apple)"",""fetch(fork)"",""state_change(open,cabinet)"",""relocate(apple,cabinet)"",""relocate(fork,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}","[""fetch(apple)"",""fetch(fork)"",""state_change(open,cabinet)"",""relocate(apple,cabinet)"",""relocate(fork,cabinet)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""state_change"",""relocate"",""relocate"",""multi_object_sequence""]",True,False,0.0
instance,1753,1,4419,"{""object_count"":2,""ordered_units"":[""fetch(apple)"",""fetch(scissors)"",""state_change(open,cabinet)"",""relocate(apple,cabinet)"",""relocate(scissors,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}","[""fetch(apple)"",""fetch(scissors)"",""state_change(open,cabinet)"",""relocate(apple,cabinet)"",""relocate(scissors,cabinet)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""state_change"",""relocate"",""relocate"",""multi_object_sequence""]",True,False,0.0
instance,1797,1,2097,"{""object_count"":2,""ordered_units"":[""fetch(bowl)"",""state_change(open,cabinet)"",""relocate(bowl,kitchen work area)"",""fetch(banana)"",""open_container_then_retrieve(cabinet,banana)"",""relocate(banana,bowl)"",""multi_object_sequence(2)""],""plan_length"":8}","[""fetch(bowl)"",""state_change(open,cabinet)"",""relocate(bowl,kitchen work area)"",""fetch(banana)"",""open_container_then_retrieve(cabinet,banana)"",""relocate(banana,bowl)"",""multi_object_sequence(2)""]","[""fetch"",""state_change"",""relocate"",""fetch"",""open_container_then_retrieve"",""relocate"",""multi_object_sequence""]",True,True,1.0
productivity,4,1,1407,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,4,2,1451,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,6,1,812,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,kitchen work area)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,kitchen work area)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,16,1,943,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,19,1,81,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,25,1,153,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,bowl)""],""plan_length"":5}","[""fetch(banana)"",""relocate(banana,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,36,1,3321,"{""object_count"":1,""ordered_units"":[""fetch(kettle)"",""relocate(kettle,kitchen work area)""],""plan_length"":5}","[""fetch(kettle)"",""relocate(kettle,kitchen work area)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,42,1,3563,"{""object_count"":1,""ordered_units"":[""fetch(meat)"",""state_change(push,cardboardbox,R1)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(meat)"",""relocate(meat,sink)""],""plan_length"":7}","[""fetch(meat)"",""state_change(push,cardboardbox,R1)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(meat)"",""relocate(meat,sink)""]","[""fetch"",""state_change"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
productivity,42,2,4009,"{""object_count"":1,""ordered_units"":[""fetch(meat)"",""state_change(push,cardboardbox,R2)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(meat)"",""relocate(meat,sink)""],""plan_length"":7}","[""fetch(meat)"",""state_change(push,cardboardbox,R2)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(meat)"",""relocate(meat,sink)""]","[""fetch"",""state_change"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
productivity,42,3,4059,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R3)"",""fetch(meat)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(meat)"",""relocate(meat,sink)""],""plan_length"":7}","[""state_change(push,cardboardbox,R3)"",""fetch(meat)"",""relocate(meat,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(meat)"",""relocate(meat,sink)""]","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
productivity,64,1,1453,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,plate)""],""plan_length"":5}","[""fetch(banana)"",""relocate(banana,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,66,1,3660,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""relocate(pear,table)""],""plan_length"":5}","[""fetch(pear)"",""relocate(pear,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,69,1,84,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,plate)""],""plan_length"":5}","[""fetch(apple)"",""relocate(apple,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,74,1,635,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,74,2,1199,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,74,3,2547,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,88,1,1161,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}","[""fetch(banana)"",""relocate(banana,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,102,1,299,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,106,1,352,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,table)""],""plan_length"":5}","[""fetch(apple)"",""relocate(apple,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,122,1,1558,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R2)"",""fetch(fork)"",""relocate(fork,cardboardbox)"",""state_change(push,cardboardbox,R3)"",""fetch(fork)"",""relocate(fork,sink)""],""plan_length"":7}","[""state_change(push,cardboardbox,R2)"",""fetch(fork)"",""relocate(fork,cardboardbox)"",""state_change(push,cardboardbox,R3)"",""fetch(fork)"",""relocate(fork,sink)""]","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,True,1.0
productivity,122,2,2381,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R3)"",""fetch(fork)"",""relocate(fork,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(fork)"",""relocate(fork,sink)""],""plan_length"":7}","[""state_change(push,cardboardbox,R3)"",""fetch(fork)"",""relocate(fork,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(fork)"",""relocate(fork,sink)""]","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
productivity,139,1,202,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}","[""fetch(banana)"",""relocate(banana,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,143,1,315,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}","[""fetch(peach)"",""relocate(peach,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,143,2,1614,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}","[""fetch(peach)"",""relocate(peach,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,150,1,957,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,plate)""],""plan_length"":5}","[""fetch(banana)"",""relocate(banana,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,150,2,1338,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,plate)""],""plan_length"":5}","[""fetch(banana)"",""relocate(banana,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,155,1,52,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,171,1,105,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,174,1,299,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
